28;1
62;2
50;3
27;4
53;5
53;6
53;7
47;8
52;9
56;10
56;11
56;12
57;13
37;14
49;15
46;16
67;17
72;18
29;19
29;20
28;21
41;22
28;23
8;24
54;25
39;26
39;27
38;28
39;29
53;30
46;31
53;32
46;33
46;34
46;35
62;36
48;37
48;38
46;39
11;40
39;41
57;42
53;43
37;44
11;45
41;46
12;47
39;48
39;49
28;50
46;51
28;52
53;53
39;54
46;55
54;56
54;57
42;58
52;59
28;60
52;61
52;62
54;63
52;64
11;65
39;66
57;67
62;68
39;69
41;70
39;71
39;72
39;73
41;74
41;75
41;76
50;77
44;78
44;79
33, 42-44;80
65;81
27;82
46;83
11;84
53;85
33;86
14, 16;87
14;88
63;89
14;90
67, 69-74;91
37;92
37;93
11;94
12, 14;95
41;96
41;97
54;98
37;99
36;100
36;101
14;102
9;103
9;104
52;105
46;106
53;107
28;108
50;109
48;110
39;111
62, 63;112
63;113
62;114
28;115
37;116
37;117
36;118
37;119
37;120
27;121
29;122
46;123
40;124
29;125
29;126
48;127
29;128
30, 31;129
30;130
30;131
27;132
46;133
11;134
53;135
53;136
49;137
11;138
55;139
56;140
11;141
41;142
63;143
63;144
10;145
63;146
9;147
47, 52;148
53;149
11;150
53;151
53;152
53;153
68;154
68;155
68;156
62;157
12;158
27;159
27;160
27;161
27;162
27;163
27;164
27;165
51;166
51;167
28;168
28;169
28;170
12;171
12;172
11;173
11;174
12;175
12;176
11;177
11;178
11;179
44;180
11;181
11;182
49;183
28;184
39;185
28, 37;186
28;187
48;188
28;189
48;190
11;191
46;192
11;193
11;194
11;195
45;196
90;197
45;198
45;199
32, 33;200
18;201
18;202
39;203
51;204
06-08;205
11;206
64;207
61;208
64;209
61;210
61;211
61, 62;212
61;213
61;214
61;215
62;216
62;217
65;218
01, 02;219
11;220
11;221
11;222
11;223
45;224
11;225
11;226
18;227
14, 16;228
27;229
29;230
28;231
12;232
39;233
28;234
18;235
18;236
18;237
28;238
28;239
27;240
05, 75;241
18;242
18;243
51;244
51;245
51;246
11;247
44;248
27;249
11;250
11;251
11;252
11;253
11;254
11;255
54;256
54;257
54;258
54;259
12, 13, 15;260
13;261
13;262
15;263
12;264
75;265
29;266
46;267
41;268
28;269
53;270
47;271
18;272
28;273
48;274
48;275
38;276
28;277
28;278
28;279
28;280
65;281
65;282
62;283
61, 63;284
65;285
48;286
40;287
28;288
64;289
39;290
17;291
11;292
11;293
11;294
47;295
28;296
47;297
52;298
52;299
47;300
46;301
46;302
46;303
19, 20, 29, 30;304
29;305
20-26, 30-35, 75;306
30;307
29-31;308
19;309
29;310
11;311
11;312
11;313
57;314
65;315
65;316
54;317
02-04, 09, 75;318
55, 58, 59;319
68;320
60;321
54;322
60;323
55;324
60;325
55;326
54;327
9;328
11;329
11;330
11;331
11;332
63;333
63;334
16;335
73;336
73;337
73;338
73;339
11;340
53;341
48;342
41;343
53;344
53;345
53;346
44;347
54;348
54;349
39;350
39;351
41;352
49;353
41;354
10;355
10;356
46;357
49;358
49;359
44;360
49;361
51, 54;362
39;363
56;364
39;365
29;366
11;367
28;368
11;369
28;370
12;371
11;372
53;373
28;374
28;375
48;376
28;377
37;378
39;379
54;380
39;381
46;382
66;383
66;384
66;385
11;386
62;387
60;388
60;389
60;390
60;391
14;392
57;393
57;394
57;395
57;396
