15;1
32;2
26;3
14;4
39;5
39;6
39;7
36;8
36;9
32;10
32;11
32;12
38;13
33;14
26;15
35;16
38;17
12;18
21;19
21;20
15;21
22;22
14;23
5;24
28;25
21;26
20;27
34;28
20;29
37;30
35;31
39;32
35;33
35;34
35;35
32;36
37;37
37;38
35;39
8;40
21;41
38;42
37;43
33;44
8;45
22;46
9;47
21;48
21;49
15;50
35;51
15;52
36;53
21;54
35;55
28;56
28;57
22;58
36;59
14;60
36;61
36;62
28;63
36;64
9;65
21;66
38;67
32;68
21;69
22;70
21;71
21;72
21;73
22;74
23;75
21;76
27;77
24;78
24;79
23, 24;80
31;81
14;82
35;83
8;84
37;85
24;86
12;87
12;88
12;89
12;90
12, 13, 29, 30, 32, 38, 39;91
33;92
33;93
8;94
10;95
22;96
22;97
28;98
14;99
33;100
14;101
13;102
5;103
5;104
36;105
35;106
39;107
14;108
27;109
37;110
20;111
32;112
32;113
32;114
15;115
14;116
14;117
33;118
33;119
33;120
14;121
21;122
35;123
21;124
16;125
15;126
37;127
16;128
17;129
17;130
17;131
14;132
35;133
8;134
39;135
39;136
26;137
8;138
30;139
32;140
8;141
22;142
32;143
32;144
7;145
31;146
5;147
36;148
39;149
8;150
39;151
39;152
39;153
39;154
39;155
39;156
32;157
9;158
14;159
14;160
14;161
14;162
14;163
14;164
14;165
28;166
28;167
15;168
14;169
14;170
10;171
10;172
8;173
8;174
9;175
9;176
7;177
8;178
7;179
25;180
7;181
7;182
26;183
15;184
21;185
15, 33;186
15;187
37;188
15;189
37;190
8;191
35;192
8;193
8;194
8;195
25;196
27;197
27;198
27;199
23;200
40;201
40;202
20;203
28;204
03-05;205
8;206
27;207
31;208
27;209
31;210
31;211
31;212
31;213
31;214
31;215
32;216
32;217
31;218
1;219
8;220
8;221
8;222
8;223
25;224
7;225
7;226
14;227
13;228
14;229
15;230
20;231
10;232
20;233
15;234
15;235
15;236
15;237
15;238
15;239
14;240
40;241
14;242
14;243
28;244
28;245
28;246
9;247
25;248
14;249
9;250
9;251
9;252
8;253
8;254
8;255
28;256
28;257
28;258
28;259
11;260
11;261
11;262
11;263
9;264
40;265
16;266
33;267
22;268
15;269
39;270
36;271
14;272
15;273
34;274
34;275
34;276
20;277
20;278
20;279
20;280
31;281
31;282
31;283
31;284
31;285
37;286
21;287
15;288
27;289
20;290
40;291
7;292
7;293
7;294
36;295
15;296
36;297
36;298
36;299
36;300
35;301
35;302
35;303
16;304
15;305
16-19, 23;306
17;307
17;308
16;309
16;310
8;311
7;312
8;313
38;314
27;315
31;316
28;317
01-05;318
29, 30;319
39;320
30;321
29;322
30;323
30;324
32;325
30;326
29;327
2,5;328
8;329
8;330
8;331
8;332
32;333
32;334
13;335
13;336
13;337
13;338
13;339
5;340
37;341
37;342
39;343
39;344
39;345
39;346
24;347
28;348
28;349
21;350
21;351
22;352
26;353
22;354
6;355
6;356
35;357
26;358
26;359
24;360
26;361
28;362
21;363
32;364
20;365
15;366
7;367
20;368
7;369
15;370
9;371
8;372
38;373
15;374
15;375
34;376
15;377
14;378
20;379
28;380
20;381
35;382
36;383
36;384
38;385
8;386
31;387
32;388
32;389
32;390
32;391
11;392
38;393
38;394
38;395
38;396
