15,1,1
32,2,2
26,3,3
14,4,4
39,5,5
39,6,6
39,7,7
36,8,8
36,9,9
32,10,10
32,11,11
32,12,12
38,13,13
33,14,14
26,15,15
35,16,16
38,17,17
12,18,18
21,19,19
21,20,20
15,21,21
22,22,22
14,23,23
5,24,24
28,25,25
21,26,26
20,27,27
34,28,28
20,29,29
37,30,30
35,31,31
39,32,32
35,33,33
35,34,34
35,35,35
32,36,36
37,37,37
37,38,38
35,39,39
8,40,40
21,41,41
38,42,42
37,43,43
33,44,44
8,45,45
22,46,46
9,47,47
21,48,48
21,49,49
15,50,50
35,51,51
15,52,52
36,53,53
21,54,54
35,55,55
28,56,56
28,57,57
22,58,58
36,59,59
14,60,60
36,61,61
36,62,62
28,63,63
36,64,64
9,65,65
21,66,66
38,67,67
32,68,68
21,69,69
22,70,70
21,71,71
21,72,72
21,73,73
22,74,74
23,75,75
21,76,76
27,77,77
24,78,78
24,79,79
23,80,80
24,80,81
31,81,82
14,82,83
35,83,84
8,84,85
37,85,86
24,86,87
12,87,88
12,88,89
12,89,90
12,90,91
12,91,92
13,91,93
29,91,94
30,91,95
32,91,96
38,91,97
39,91,98
33,92,99
33,93,100
8,94,101
10,95,102
22,96,103
22,97,104
28,98,105
14,99,106
33,100,107
14,101,108
13,102,109
5,103,110
5,104,111
36,105,112
35,106,113
39,107,114
14,108,115
27,109,116
37,110,117
20,111,118
32,112,119
32,113,120
32,114,121
15,115,122
14,116,123
14,117,124
33,118,125
33,119,126
33,120,127
14,121,128
21,122,129
35,123,130
21,124,131
16,125,132
15,126,133
37,127,134
16,128,135
17,129,136
17,130,137
17,131,138
14,132,139
35,133,140
8,134,141
39,135,142
39,136,143
26,137,144
8,138,145
30,139,146
32,140,147
8,141,148
22,142,149
32,143,150
32,144,151
7,145,152
31,146,153
5,147,154
36,148,155
39,149,156
8,150,157
39,151,158
39,152,159
39,153,160
39,154,161
39,155,162
39,156,163
32,157,164
9,158,165
14,159,166
14,160,167
14,161,168
14,162,169
14,163,170
14,164,171
14,165,172
28,166,173
28,167,174
15,168,175
14,169,176
14,170,177
10,171,178
10,172,179
8,173,180
8,174,181
9,175,182
9,176,183
7,177,184
8,178,185
7,179,186
25,180,187
7,181,188
7,182,189
26,183,190
15,184,191
21,185,192
15,186,193
33,186,194
15,187,195
37,188,196
15,189,197
37,190,198
8,191,199
35,192,200
8,193,201
8,194,202
8,195,203
25,196,204
27,197,205
27,198,206
27,199,207
23,200,208
40,201,209
40,202,210
20,203,211
28,204,212
3,205,213
4,205,214
5,205,215
8,206,216
27,207,217
31,208,218
27,209,219
31,210,220
31,211,221
31,212,222
31,213,223
31,214,224
31,215,225
32,216,226
32,217,227
31,218,228
1,219,229
8,220,230
8,221,231
8,222,232
8,223,233
25,224,234
7,225,235
7,226,236
14,227,237
13,228,238
14,229,239
15,230,240
20,231,241
10,232,242
20,233,243
15,234,244
15,235,245
15,236,246
15,237,247
15,238,248
15,239,249
14,240,250
40,241,251
14,242,252
14,243,253
28,244,254
28,245,255
28,246,256
9,247,257
25,248,258
14,249,259
9,250,260
9,251,261
9,252,262
8,253,263
8,254,264
8,255,265
28,256,266
28,257,267
28,258,268
28,259,269
11,260,270
11,261,271
11,262,272
11,263,273
9,264,274
40,265,275
16,266,276
33,267,277
22,268,278
15,269,279
39,270,280
36,271,281
14,272,282
15,273,283
34,274,284
34,275,285
34,276,286
20,277,287
20,278,288
20,279,289
20,280,290
31,281,291
31,282,292
31,283,293
31,284,294
31,285,295
37,286,296
21,287,297
15,288,298
27,289,299
20,290,300
40,291,301
7,292,302
7,293,303
7,294,304
36,295,305
15,296,306
36,297,307
36,298,308
36,299,309
36,300,310
35,301,311
35,302,312
35,303,313
16,304,314
15,305,315
16,306,316
17,306,317
18,306,318
19,306,319
23,306,320
17,307,321
17,308,322
16,309,323
16,310,324
8,311,325
7,312,326
8,313,327
38,314,328
27,315,329
31,316,330
28,317,331
1,318,332
2,318,333
3,318,334
4,318,335
5,318,336
29,319,337
30,319,338
39,320,339
30,321,340
29,322,341
30,323,342
30,324,343
32,325,344
30,326,345
29,327,346
2,328,347
5,328,348
8,329,349
8,330,350
8,331,351
8,332,352
32,333,353
32,334,354
13,335,355
13,336,356
13,337,357
13,338,358
13,339,359
5,340,360
37,341,361
37,342,362
39,343,363
39,344,364
39,345,365
39,346,366
24,347,367
28,348,368
28,349,369
21,350,370
21,351,371
22,352,372
26,353,373
22,354,374
6,355,375
6,356,376
35,357,377
26,358,378
26,359,379
24,360,380
26,361,381
28,362,382
21,363,383
32,364,384
20,365,385
15,366,386
7,367,387
20,368,388
7,369,389
15,370,390
9,371,391
8,372,392
38,373,393
15,374,394
15,375,395
34,376,396
15,377,397
14,378,398
20,379,399
28,380,400
20,381,401
35,382,402
36,383,403
36,384,404
38,385,405
8,386,406
31,387,407
32,388,408
32,389,409
32,390,410
32,391,411
11,392,412
38,393,413
38,394,414
38,395,415
38,396,416
